NAME	DESCRIPTION	GENE_SYMBOL	GENE_TITLE	SCORE
KMO	null	KMO	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)	6.4824204
EGLN3	null	EGLN3	egl nine homolog 3 (C. elegans)	6.47852
ABCA12	null	ABCA12	ATP-binding cassette, sub-family A (ABC1), member 12	6.458887
GHR	null	GHR	growth hormone receptor	6.3241425
TMTC1 /// LOC653626	null	null	null	6.2658215
SLITRK4	null	SLITRK4	SLIT and NTRK-like family, member 4	6.2592893
HLF	null	HLF	hepatic leukemia factor	6.2509356
POU2F3	null	POU2F3	POU domain, class 2, transcription factor 3	6.2418985
IL1R1	null	IL1R1	interleukin 1 receptor, type I	6.229558
IQGAP2	null	IQGAP2	IQ motif containing GTPase activating protein 2	6.2210436
SLC1A7	null	SLC1A7	solute carrier family 1 (glutamate transporter), member 7	6.1794972
SAMD13	null	SAMD13	sterile alpha motif domain containing 13	6.165167
RP4-621O15.2	null	RP4-621O15.2	-	6.1532497
EFCAB4A	null	EFCAB4A	EF-hand calcium binding domain 4A	6.076735
AR	null	AR	androgen receptor (dihydrotestosterone receptor; testicular feminization; spinal and bulbar muscular atrophy; Kennedy disease)	5.985662
ITPR1	null	ITPR1	inositol 1,4,5-triphosphate receptor, type 1	5.9255195
ADCY2	null	ADCY2	adenylate cyclase 2 (brain)	5.9021177
TDO2	null	TDO2	tryptophan 2,3-dioxygenase	5.8265805
FLJ42709	null	FLJ42709	-	5.8195796
NCAM2	null	NCAM2	neural cell adhesion molecule 2	5.8070817
ARMCX2	null	ARMCX2	armadillo repeat containing, X-linked 2	5.7879896
TNC	null	TNC	tenascin C (hexabrachion)	5.7785616
LRP1B	null	LRP1B	low density lipoprotein-related protein 1B (deleted in tumors)	5.689161
GATM	null	GATM	glycine amidinotransferase (L-arginine:glycine amidinotransferase)	5.6863365
AZGP1	null	AZGP1	alpha-2-glycoprotein 1, zinc	5.679457
LOC145837	null	LOC145837	-	5.6738887
SYCP2	null	SYCP2	synaptonemal complex protein 2	5.6731524
SLC40A1	null	SLC40A1	solute carrier family 40 (iron-regulated transporter), member 1	5.652945
RTN1	null	RTN1	reticulon 1	5.650786
ABCC11	null	ABCC11	ATP-binding cassette, sub-family C (CFTR/MRP), member 11	5.646043
KCNMA1	null	KCNMA1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	5.6368327
THBD	null	THBD	thrombomodulin	5.6310525
HS6ST2	null	HS6ST2	heparan sulfate 6-O-sulfotransferase 2	5.5768447
CDC42EP5	null	CDC42EP5	CDC42 effector protein (Rho GTPase binding) 5	5.507335
GUCY1A2	null	GUCY1A2	guanylate cyclase 1, soluble, alpha 2	5.4205756
EIF4E3	null	EIF4E3	eukaryotic translation initiation factor 4E member 3	5.401026
CTNND2	null	CTNND2	catenin (cadherin-associated protein), delta 2 (neural plakophilin-related arm-repeat protein)	5.387293
PRIMA1	null	PRIMA1	proline rich membrane anchor 1	5.3617945
GUCY1A3	null	GUCY1A3	guanylate cyclase 1, soluble, alpha 3	5.3160186
C14ORF161	null	C14ORF161	chromosome 14 open reading frame 161	5.2986393
IRF7	null	IRF7	interferon regulatory factor 7	5.290689
PRODH	null	PRODH	proline dehydrogenase (oxidase) 1	5.250264
FLJ12684	null	FLJ12684	-	5.2219296
PCDH20	null	PCDH20	protocadherin 20	5.210388
C8ORF72	null	C8ORF72	chromosome 8 open reading frame 72	5.199258
GALNT14	null	GALNT14	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 14 (GalNAc-T14)	5.1729546
GPR160	null	GPR160	G protein-coupled receptor 160	5.161633
FLJ45983	null	FLJ45983	-	5.1485057
BLNK	null	BLNK	B-cell linker	5.1467843
EPB41L4A	null	EPB41L4A	erythrocyte membrane protein band 4.1 like 4A	5.1400123
FLJ33790	null	FLJ33790	-	5.1312146
C4ORF18	null	C4ORF18	chromosome 4 open reading frame 18	5.122028
XIST	null	XIST	X (inactive)-specific transcript	5.1186786
BCAR4	null	BCAR4	breast cancer anti-estrogen resistance 4	5.109632
ACTN2	null	ACTN2	actinin, alpha 2	5.089855
CNTNAP2	null	CNTNAP2	contactin associated protein-like 2	5.0822525
ROR2	null	ROR2	receptor tyrosine kinase-like orphan receptor 2	5.080631
DDX26B	null	DDX26B	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26B	5.074967
DOCK2	null	DOCK2	dedicator of cytokinesis 2	5.0562406
PEG10	null	PEG10	paternally expressed 10	4.97619
CYP4Z2P	null	CYP4Z2P	-	4.950969
SMC1B	null	SMC1B	structural maintenance of chromosomes 1B	4.9359183
CEBPA	null	CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	4.910257
SLC16A14	null	SLC16A14	solute carrier family 16, member 14 (monocarboxylic acid transporter 14)	4.8913355
NES	null	NES	nestin	4.8781304
ALDH3B2	null	ALDH3B2	aldehyde dehydrogenase 3 family, member B2	4.8569555
TTC6	null	TTC6	tetratricopeptide repeat domain 6	4.837258
ALDH4A1	null	ALDH4A1	aldehyde dehydrogenase 4 family, member A1	4.825858
ZNF711	null	ZNF711	zinc finger protein 711	4.8082066
OAZ3	null	OAZ3	ornithine decarboxylase antizyme 3	4.805839
UNC5B	null	UNC5B	unc-5 homolog B (C. elegans)	4.7928557
REEP6	null	REEP6	receptor accessory protein 6	4.7925487
SPRY1	null	SPRY1	sprouty homolog 1, antagonist of FGF signaling (Drosophila)	4.772261
TMEM45B	null	TMEM45B	transmembrane protein 45B	4.7579293
ZBTB7C	null	ZBTB7C	zinc finger and BTB domain containing 7C	4.7162495
TGFB3	null	TGFB3	transforming growth factor, beta 3	4.7139907
SYCE2	null	SYCE2	synaptonemal complex central element protein 2	4.6954837
LOC284739	null	null	null	4.6942687
ABCG1	null	ABCG1	ATP-binding cassette, sub-family G (WHITE), member 1	4.680186
EPHA4	null	EPHA4	EPH receptor A4	4.6216383
PPFIBP2	null	PPFIBP2	PTPRF interacting protein, binding protein 2 (liprin beta 2)	4.59602
TMLHE	null	TMLHE	trimethyllysine hydroxylase, epsilon	4.5798492
NPNT	null	NPNT	nephronectin	4.571636
RNF152	null	RNF152	ring finger protein 152	4.56306
FGF13	null	FGF13	fibroblast growth factor 13	4.5332866
RIBC2	null	RIBC2	RIB43A domain with coiled-coils 2	4.5203214
SIDT1	null	SIDT1	SID1 transmembrane family, member 1	4.4918633
CLIC2	null	CLIC2	chloride intracellular channel 2	4.4799232
DEGS2	null	DEGS2	degenerative spermatocyte homolog 2, lipid desaturase (Drosophila)	4.475126
LOC643072	null	LOC643072	-	4.4747224
CYP27B1	null	CYP27B1	cytochrome P450, family 27, subfamily B, polypeptide 1	4.4656825
FLJ11235	null	FLJ11235	-	4.4606776
DLL1	null	DLL1	delta-like 1 (Drosophila)	4.4602585
C4ORF32	null	C4ORF32	chromosome 4 open reading frame 32	4.4573474
C17ORF28	null	C17ORF28	chromosome 17 open reading frame 28	4.452207
MTAC2D1	null	MTAC2D1	membrane targeting (tandem) C2 domain containing 1	4.447725
FOXA1	null	FOXA1	forkhead box A1	4.4361563
TTC9	null	TTC9	tetratricopeptide repeat domain 9	4.4361386
KIAA0644	null	KIAA0644	-	4.434861
SUSD2	null	SUSD2	sushi domain containing 2	4.4296265
TMEM63C	null	TMEM63C	transmembrane protein 63C	4.402747
SLC24A3	null	SLC24A3	solute carrier family 24 (sodium/potassium/calcium exchanger), member 3	4.399662
ADAMTS1	null	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif, 1	4.3970847
CKMT1B /// CKMT1A	null	null	null	4.3784614
SIPA1L2	null	SIPA1L2	signal-induced proliferation-associated 1 like 2	4.3686166
GLS2	null	GLS2	glutaminase 2 (liver, mitochondrial)	4.353336
PLCB4	null	PLCB4	phospholipase C, beta 4	4.333609
KCNK2	null	KCNK2	potassium channel, subfamily K, member 2	4.3154936
GSTT1	null	GSTT1	glutathione S-transferase theta 1	4.3075595
SLC43A3	null	SLC43A3	solute carrier family 43, member 3	4.291453
TCEA3	null	TCEA3	transcription elongation factor A (SII), 3	4.290702
LOC284262	null	LOC284262	-	4.2892976
FLJ20054	null	FLJ20054	-	4.2873816
IGFBP5	null	IGFBP5	insulin-like growth factor binding protein 5	4.235087
GUCY1B3	null	GUCY1B3	guanylate cyclase 1, soluble, beta 3	4.2258034
UMODL1	null	UMODL1	uromodulin-like 1	4.2144146
AGR2	null	AGR2	anterior gradient 2 homolog (Xenopus laevis)	4.2121053
GATA3	null	GATA3	GATA binding protein 3	4.1975636
TUSC1	null	TUSC1	tumor suppressor candidate 1	4.1869793
NOVA1	null	NOVA1	neuro-oncological ventral antigen 1	4.185976
LOC202451	null	LOC202451	-	4.1770544
CPS1	null	CPS1	carbamoyl-phosphate synthetase 1, mitochondrial	4.167731
CA8	null	CA8	carbonic anhydrase VIII	4.1635485
TNRC9	null	TNRC9	trinucleotide repeat containing 9	4.158526
C1ORF115	null	C1ORF115	chromosome 1 open reading frame 115	4.154143
SLC9A3R2	null	SLC9A3R2	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 2	4.1391487
ZNF311	null	ZNF311	zinc finger protein 311	4.124146
PACAP	null	PACAP	-	4.1114078
EHF	null	EHF	ets homologous factor	4.1077385
GCHFR	null	GCHFR	GTP cyclohydrolase I feedback regulator	4.1024117
KIAA0485	null	KIAA0485	-	4.0931425
LOC653770	null	null	null	4.08694
CREB3L4	null	CREB3L4	cAMP responsive element binding protein 3-like 4	4.0831623
IRX5	null	IRX5	iroquois homeobox protein 5	4.0762687
KIAA1324	null	KIAA1324	KIAA1324	4.061254
LOC254559	null	LOC254559	-	4.0572557
SNRPN	null	SNRPN	small nuclear ribonucleoprotein polypeptide N	4.044029
PELI2	null	PELI2	pellino homolog 2 (Drosophila)	4.0431886
CLSTN2	null	CLSTN2	calsyntenin 2	4.0341606
ST6GALNAC2	null	ST6GALNAC2	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	4.031979
UNG2	null	UNG2	uracil-DNA glycosylase 2	4.030574
PIP	null	PIP	prolactin-induced protein	4.0284204
CKB	null	CKB	creatine kinase, brain	4.0278106
MAFB	null	MAFB	v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (avian)	4.024645
DNAH14	null	DNAH14	dynein, axonemal, heavy chain 14	4.0233955
LRRCC1	null	LRRCC1	leucine rich repeat and coiled-coil domain containing 1	4.0199504
ZNF662	null	ZNF662	zinc finger protein 662	4.0105023
ARSG	null	ARSG	arylsulfatase G	3.9941745
DIP	null	DIP	-	3.9916153
SERTAD4	null	SERTAD4	SERTA domain containing 4	3.9595342
CA12	null	CA12	carbonic anhydrase XII	3.957418
SIX1	null	SIX1	sine oculis homeobox homolog 1 (Drosophila)	3.9461253
CNTD1	null	CNTD1	cyclin N-terminal domain containing 1	3.9153128
SLCO2A1	null	SLCO2A1	solute carrier organic anion transporter family, member 2A1	3.903723
BDH1	null	BDH1	3-hydroxybutyrate dehydrogenase, type 1	3.9016356
B3GALNT1	null	B3GALNT1	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)	3.8960195
FAM27A	null	FAM27A	family with sequence similarity 27, member A	3.8805413
IGFBP2	null	IGFBP2	insulin-like growth factor binding protein 2, 36kDa	3.8730757
ZFPM2	null	ZFPM2	zinc finger protein, multitype 2	3.8618805
ID2 /// ID2B	null	null	null	3.858229
LOC653108	null	LOC653108	-	3.83702
ODF2L	null	ODF2L	outer dense fiber of sperm tails 2-like	3.833477
GOLT1A	null	GOLT1A	golgi transport 1 homolog A (S. cerevisiae)	3.8266664
GRHL3	null	GRHL3	grainyhead-like 3 (Drosophila)	3.8082244
NSBP1	null	NSBP1	nucleosomal binding protein 1	3.8034263
HS6ST3	null	HS6ST3	heparan sulfate 6-O-sulfotransferase 3	3.7937267
S100A14	null	S100A14	S100 calcium binding protein A14	3.7867255
USP18	null	USP18	ubiquitin specific peptidase 18	3.7832763
EAF2	null	EAF2	ELL associated factor 2	3.761829
RP5-1119A7.4	null	null	null	3.757495
SPHK1	null	SPHK1	sphingosine kinase 1	3.7554343
NFIA	null	NFIA	nuclear factor I/A	3.7432497
STOM	null	STOM	stomatin	3.7394373
C10ORF85	null	C10ORF85	chromosome 10 open reading frame 85	3.7315626
THRB	null	THRB	thyroid hormone receptor, beta (erythroblastic leukemia viral (v-erb-a) oncogene homolog 2, avian)	3.7301946
VAV3	null	VAV3	vav 3 oncogene	3.7300835
TNFSF10	null	TNFSF10	tumor necrosis factor (ligand) superfamily, member 10	3.7177246
AUTS2	null	AUTS2	autism susceptibility candidate 2	3.7142823
SELENBP1	null	SELENBP1	selenium binding protein 1	3.7103908
COL4A5	null	COL4A5	collagen, type IV, alpha 5 (Alport syndrome)	3.7100964
LOC389289	null	LOC389289	-	3.7063587
INSIG2	null	INSIG2	insulin induced gene 2	3.6906943
PLEKHG4	null	PLEKHG4	pleckstrin homology domain containing, family G (with RhoGef domain) member 4	3.687741
ABCC6	null	ABCC6	ATP-binding cassette, sub-family C (CFTR/MRP), member 6	3.6863751
NSUN7	null	NSUN7	NOL1/NOP2/Sun domain family, member 7	3.6781645
MOSC2	null	MOSC2	MOCO sulphurase C-terminal domain containing 2	3.675866
KLF2	null	KLF2	Kruppel-like factor 2 (lung)	3.6602006
SP6	null	SP6	Sp6 transcription factor	3.6416156
CRAT	null	CRAT	carnitine acetyltransferase	3.6386383
LRIG1	null	LRIG1	leucine-rich repeats and immunoglobulin-like domains 1	3.6384509
MGP	null	MGP	matrix Gla protein	3.629847
CDH7	null	CDH7	cadherin 7, type 2	3.6246645
G6PD	null	G6PD	glucose-6-phosphate dehydrogenase	3.623766
CLGN	null	CLGN	calmegin	3.6196375
SLC27A3	null	SLC27A3	solute carrier family 27 (fatty acid transporter), member 3	3.6181214
FLJ22671	null	FLJ22671	-	3.6146662
CLIC3	null	CLIC3	chloride intracellular channel 3	3.6117115
DENND1B	null	DENND1B	DENN/MADD domain containing 1B	3.6113133
PER3	null	PER3	period homolog 3 (Drosophila)	3.6111028
ARMC7	null	ARMC7	armadillo repeat containing 7	3.6037784
CDR2L	null	CDR2L	cerebellar degeneration-related protein 2-like	3.6025121
NAP1L2	null	NAP1L2	nucleosome assembly protein 1-like 2	3.6021867
ALDH6A1	null	ALDH6A1	aldehyde dehydrogenase 6 family, member A1	3.5964391
SBEM	null	SBEM	-	3.5868785
MST1R	null	MST1R	macrophage stimulating 1 receptor (c-met-related tyrosine kinase)	3.5651045
BST2	null	BST2	bone marrow stromal cell antigen 2	3.55337
CYBRD1	null	CYBRD1	cytochrome b reductase 1	3.5249143
CCDC78	null	CCDC78	coiled-coil domain containing 78	3.520728
CLEC11A	null	CLEC11A	C-type lectin domain family 11, member A	3.5186243
C7ORF46	null	C7ORF46	chromosome 7 open reading frame 46	3.5179303
C1ORF34	null	C1ORF34	chromosome 1 open reading frame 34	3.5178888
PLAC1	null	PLAC1	placenta-specific 1	3.5069215
DLEU2 /// DLEU2L	null	null	null	3.501531
FLJ30594	null	FLJ30594	-	3.498015
ARRDC1	null	ARRDC1	arrestin domain containing 1	3.492383
ARG2	null	ARG2	arginase, type II	3.4795713
GNMT	null	GNMT	glycine N-methyltransferase	3.4666967
ID2	null	ID2	inhibitor of DNA binding 2, dominant negative helix-loop-helix protein	3.4614203
ABCA3	null	ABCA3	ATP-binding cassette, sub-family A (ABC1), member 3	3.4594111
BMP4	null	BMP4	bone morphogenetic protein 4	3.4527464
EFS	null	EFS	embryonal Fyn-associated substrate	3.4466522
FMOD	null	FMOD	fibromodulin	3.446422
SORD	null	SORD	sorbitol dehydrogenase	3.4417524
HOXC10	null	HOXC10	homeobox C10	3.4412503
SLC2A10	null	SLC2A10	solute carrier family 2 (facilitated glucose transporter), member 10	3.4320242
FLJ35740	null	FLJ35740	-	3.4288964
MYEF2	null	MYEF2	myelin expression factor 2	3.4260862
RAPGEF3	null	RAPGEF3	Rap guanine nucleotide exchange factor (GEF) 3	3.416888
KRTCAP3	null	KRTCAP3	keratinocyte associated protein 3	3.4157972
CD33L3	null	CD33L3	CD33 molecule-like 3	3.4157665
ZNF452	null	ZNF452	zinc finger protein 452	3.4150696
MLLT11	null	MLLT11	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11	3.4134464
SNPH	null	SNPH	syntaphilin	3.4019477
NTN4	null	NTN4	netrin 4	3.3976898
FBXW7	null	FBXW7	F-box and WD-40 domain protein 7 (archipelago homolog, Drosophila)	3.3962278
PLA2G4C	null	PLA2G4C	phospholipase A2, group IVC (cytosolic, calcium-independent)	3.394436
INHBB	null	INHBB	inhibin, beta B (activin AB beta polypeptide)	3.3844328
FAM46B	null	FAM46B	family with sequence similarity 46, member B	3.378445
KLB	null	KLB	klotho beta	3.3760426
KCNK12	null	KCNK12	potassium channel, subfamily K, member 12	3.3737779
SEPP1	null	SEPP1	selenoprotein P, plasma, 1	3.3639815
SOCS2	null	SOCS2	suppressor of cytokine signaling 2	3.3627582
ZFYVE19	null	ZFYVE19	zinc finger, FYVE domain containing 19	3.3608458
ATAD4	null	ATAD4	ATPase family, AAA domain containing 4	3.3537223
LOC440335	null	LOC440335	-	3.3417873
C9ORF122	null	C9ORF122	chromosome 9 open reading frame 122	3.3376176
H1F0	null	H1F0	H1 histone family, member 0	3.3357723
GPX1	null	GPX1	glutathione peroxidase 1	3.333824
HIST1H3H	null	HIST1H3H	histone cluster 1, H3h	3.328637
IL1RL2	null	IL1RL2	interleukin 1 receptor-like 2	3.3277726
SQRDL	null	SQRDL	sulfide quinone reductase-like (yeast)	3.3241751
CBS	null	CBS	cystathionine-beta-synthase	3.3214376
RPL10L	null	RPL10L	ribosomal protein L10-like	3.3209565
NAP1L5	null	NAP1L5	nucleosome assembly protein 1-like 5	3.313691
MGC48628	null	MGC48628	-	3.3108184
LOC222171	null	null	null	3.3068438
LOC390998	null	LOC390998	-	3.3048193
SERINC2	null	SERINC2	serine incorporator 2	3.297636
GALNT6	null	GALNT6	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 (GalNAc-T6)	3.296614
SANG	null	SANG	-	3.295059
MUM1L1	null	MUM1L1	melanoma associated antigen (mutated) 1-like 1	3.291017
ZNF100	null	ZNF100	zinc finger protein 100	3.2834778
SAMD11	null	SAMD11	sterile alpha motif domain containing 11	3.2788975
ENPP1	null	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1	3.2733607
PATZ1	null	PATZ1	POZ (BTB) and AT hook containing zinc finger 1	3.2718296
MEIS1	null	MEIS1	Meis1, myeloid ecotropic viral integration site 1 homolog (mouse)	3.2609258
SPRED1	null	SPRED1	sprouty-related, EVH1 domain containing 1	3.247753
SLC7A8	null	SLC7A8	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	3.2462103
STS	null	STS	steroid sulfatase (microsomal), arylsulfatase C, isozyme S	3.244579
SNRPN /// SNURF	null	null	null	3.2408617
PLCD4	null	PLCD4	phospholipase C, delta 4	3.2293653
COLEC12	null	COLEC12	collectin sub-family member 12	3.2248495
C17ORF58	null	C17ORF58	chromosome 17 open reading frame 58	3.2111833
RGS3	null	RGS3	regulator of G-protein signalling 3	3.2036247
C3ORF57	null	C3ORF57	chromosome 3 open reading frame 57	3.200649
MFSD2	null	MFSD2	major facilitator superfamily domain containing 2	3.1989694
TRIM3	null	TRIM3	tripartite motif-containing 3	3.1956515
SPDEF	null	SPDEF	SAM pointed domain containing ets transcription factor	3.1955726
PXMP4	null	PXMP4	peroxisomal membrane protein 4, 24kDa	3.1878545
ANKS1B	null	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B	3.17762
PIK3R1	null	PIK3R1	phosphoinositide-3-kinase, regulatory subunit 1 (p85 alpha)	3.1768231
ZMAT1	null	ZMAT1	zinc finger, matrin type 1	3.1764827
DNASE1L1	null	DNASE1L1	deoxyribonuclease I-like 1	3.1650064
RGL3	null	RGL3	ral guanine nucleotide dissociation stimulator-like 3	3.1648412
SLC9A3R1	null	SLC9A3R1	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1	3.1544683
NVL	null	NVL	nuclear VCP-like	3.1501577
SYT12	null	SYT12	synaptotagmin XII	3.1374683
DLEU2	null	DLEU2	deleted in lymphocytic leukemia, 2	3.1369119
LOC375449	null	LOC375449	-	3.1250312
PYCARD	null	PYCARD	PYD and CARD domain containing	3.122593
RAB27B	null	RAB27B	RAB27B, member RAS oncogene family	3.1198835
SLC25A19	null	SLC25A19	solute carrier family 25 (mitochondrial deoxynucleotide carrier), member 19	3.1138022
XX-FW81657B9.4	null	null	null	3.1119113
TACR2	null	TACR2	tachykinin receptor 2	3.109987
AKR7A3	null	AKR7A3	aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase)	3.1069329
ZNF571	null	ZNF571	zinc finger protein 571	3.1058977
MYRIP	null	MYRIP	myosin VIIA and Rab interacting protein	3.1016183
STARD10	null	STARD10	START domain containing 10	3.0940099
FHOD1	null	FHOD1	formin homology 2 domain containing 1	3.0894427
DUSP6	null	DUSP6	dual specificity phosphatase 6	3.0893552
MYB	null	MYB	v-myb myeloblastosis viral oncogene homolog (avian)	3.085853
LOC158960	null	LOC158960	-	3.0848966
ISYNA1	null	ISYNA1	-	3.08218
RHOB	null	RHOB	ras homolog gene family, member B	3.0677211
PIB5PA	null	PIB5PA	phosphatidylinositol (4,5) bisphosphate 5-phosphatase, A	3.0646482
CSPG5	null	CSPG5	chondroitin sulfate proteoglycan 5 (neuroglycan C)	3.0616205
PITPNC1	null	PITPNC1	phosphatidylinositol transfer protein, cytoplasmic 1	3.058638
ZNF764	null	ZNF764	zinc finger protein 764	3.0570896
LONPL	null	LONPL	-	3.0547173
C3ORF14	null	C3ORF14	chromosome 3 open reading frame 14	3.0537758
CRABP2	null	CRABP2	cellular retinoic acid binding protein 2	3.04326
TSPAN1	null	TSPAN1	tetraspanin 1	3.0285425
RPL10 /// LOC284393	null	null	null	3.0273585
MEST	null	MEST	mesoderm specific transcript homolog (mouse)	3.0141826
APOBEC3A	null	APOBEC3A	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3A	3.0077724
SIRPA	null	SIRPA	signal-regulatory protein alpha	3.007034
GGA3	null	GGA3	golgi associated, gamma adaptin ear containing, ARF binding protein 3	3.000048
SYTL1	null	SYTL1	synaptotagmin-like 1	2.9984841
ZNF342	null	ZNF342	zinc finger protein 342	2.9960635
TMEM30B	null	TMEM30B	transmembrane protein 30B	2.9929204
APOBEC3B	null	APOBEC3B	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3B	2.9911473
PER2	null	PER2	period homolog 2 (Drosophila)	2.988486
CAMK2N2	null	CAMK2N2	calcium/calmodulin-dependent protein kinase II inhibitor 2	2.9804547
FAM126B	null	FAM126B	family with sequence similarity 126, member B	2.9771338
RPS6KA5	null	RPS6KA5	ribosomal protein S6 kinase, 90kDa, polypeptide 5	2.9695928
CCDC106	null	CCDC106	coiled-coil domain containing 106	2.9566185
SHANK2	null	SHANK2	SH3 and multiple ankyrin repeat domains 2	2.9516768
FUT8	null	FUT8	fucosyltransferase 8 (alpha (1,6) fucosyltransferase)	2.9500742
ALDH8A1	null	ALDH8A1	aldehyde dehydrogenase 8 family, member A1	2.9446774
C16ORF24	null	C16ORF24	chromosome 16 open reading frame 24	2.9425268
CCDC28B	null	CCDC28B	coiled-coil domain containing 28B	2.9411168
LOC652968	null	LOC652968	-	2.939058
MEIS2	null	MEIS2	Meis1, myeloid ecotropic viral integration site 1 homolog 2 (mouse)	2.937302
ICT1	null	ICT1	immature colon carcinoma transcript 1	2.932625
SETBP1	null	SETBP1	SET binding protein 1	2.931336
LEO1	null	LEO1	Leo1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)	2.9290333
SASH1	null	SASH1	SAM and SH3 domain containing 1	2.9288874
PLXNA3	null	PLXNA3	plexin A3	2.9263313
DKFZP434N035	null	DKFZP434N035	-	2.9238784
C6ORF192	null	C6ORF192	chromosome 6 open reading frame 192	2.9236987
NPR3	null	NPR3	natriuretic peptide receptor C/guanylate cyclase C (atrionatriuretic peptide receptor C)	2.9183536
FAM109B	null	FAM109B	family with sequence similarity 109, member B	2.9155893
HRAS	null	HRAS	v-Ha-ras Harvey rat sarcoma viral oncogene homolog	2.9150653
ZNF22	null	ZNF22	zinc finger protein 22 (KOX 15)	2.913307
RFXDC2	null	RFXDC2	regulatory factor X domain containing 2	2.9077864
LIMK2	null	LIMK2	LIM domain kinase 2	2.9015217
LGALS8	null	LGALS8	lectin, galactoside-binding, soluble, 8 (galectin 8)	2.9012372
RAD9B	null	RAD9B	RAD9 homolog B (S. cerevisiae)	2.9002876
CYBA	null	CYBA	cytochrome b-245, alpha polypeptide	2.898893
PRLR	null	PRLR	prolactin receptor	2.8973997
CELSR3	null	CELSR3	cadherin, EGF LAG seven-pass G-type receptor 3 (flamingo homolog, Drosophila)	2.8947341
SPRED2	null	SPRED2	sprouty-related, EVH1 domain containing 2	2.8852034
TMSL8	null	TMSL8	thymosin-like 8	2.8811142
FLJ39609	null	FLJ39609	-	2.8792446
SMPDL3A	null	SMPDL3A	sphingomyelin phosphodiesterase, acid-like 3A	2.8712935
SBK1	null	SBK1	SH3-binding domain kinase 1	2.8656518
C3ORF62	null	C3ORF62	chromosome 3 open reading frame 62	2.854107
RAC3	null	RAC3	ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3)	2.8503988
SMARCD2	null	SMARCD2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2	2.849782
HOXB2	null	HOXB2	homeobox B2	2.844325
