ENTREZID	SYMBOL
10268	RAMP3
10266	RAMP2
10203	CALCRL
799	CALCR
797	CALCB
79924	ADM2
8893	EIF2B5
9669	EIF5B
1967	EIF2B1
8892	EIF2B2
1983	EIF5
8890	EIF2B4
8891	EIF2B3
23170	TTLL12
254173	TTLL10
340351	AGBL3
150465	TTL
9654	TTLL4
23093	TTLL5
23287	AGTPBP1
25809	TTLL1
25941	TPGS2
60509	AGBL5
54839	LRRC49
79739	TTLL7
79841	AGBL2
84276	NICN1
83887	TTLL2
91978	TPGS1
158135	TTLL11
284076	TTLL6
164395	TTLL9
23704	KCNE4
204851	HIPK1
27091	CACNG5
93589	CACNA2D4
10345	TRDN
59285	CACNG6
2626	GATA4
30819	KCNIP2
30818	KCNIP3
486	FXYD2
6546	SLC8A1
54207	KCNK10
480	ATP1A4
60598	KCNK15
4842	NOS1
6547	SLC8A3
6910	TBX5
3775	KCNK1
25937	WWTR1
5349	FXYD3
477	ATP1A2
4882	NPR2
3784	KCNQ1
4881	NPR1
491	ATP2B2
5350	PLN
2258	FGF13
3757	KCNH2
6588	SLN
5348	FXYD1
493	ATP2B4
487	ATP2A1
6261	RYR1
7137	TNNI3
444	ASPH
3777	KCNK3
6263	RYR3
10368	CACNG3
1482	NKX2-5
786	CACNG1
3750	KCND1
2281	FKBP1B
492	ATP2B3
781	CACNA2D1
3751	KCND2
845	CASQ2
2257	FGF12
489	ATP2A3
6262	RYR2
778	CACNA1F
6717	SRI
488	ATP2A2
490	ATP2B1
3776	KCNK2
3752	KCND3
1193	CLIC2
28996	HIPK2
478	ATP1A3
10369	CACNG2
6543	SLC8A2
1760	DMPK
53826	FXYD6
29098	RANGRF
8645	KCNK5
844	CASQ1
55799	CACNA2D3
23630	KCNE5
53822	FXYD7
10699	CORIN
10089	KCNK7
56660	KCNK12
3770	KCNJ14
476	ATP1A1
9992	KCNE2
30820	KCNIP1
2259	FGF14
56659	KCNK13
4880	NPPC
27092	CACNG4
10008	KCNE3
9424	KCNK6
89822	KCNK17
51305	KCNK9
59284	CACNG7
80333	KCNIP4
2256	FGF11
53828	FXYD4
59283	CACNG8
83795	KCNK16
85439	STON2
10618	TGOLN2
1861	TOR1A
143425	SYT9
115548	FCHO2
1601	DAB2
4074	M6PR
3482	IGF2R
10980	COPS6
950	SCARB2
10987	COPS5
4738	NEDD8
6455	SH3GL1
3949	LDLR
8533	COPS3
10920	COPS8
9318	COPS2
6845	VAMP7
8301	PICALM
7018	TF
8027	STAM
157	GRK3
9892	SNAP91
185	AGTR1
22848	AAK1
6457	SH3GL3
9185	REPS2
4036	LRP2
9856	KIAA0319
1950	EGF
7037	TFRC
8674	VAMP4
6869	TACR1
10254	STAM2
50813	COPS7A
23208	SYT11
25977	NECAP1
27348	TOR1B
50618	ITSN2
9146	HGS
11037	STON1
23149	FCHO1
3267	AGFG1
127833	SYT2
85021	REPS1
29978	UBQLN2
2873	GPS1
2060	EPS15
51138	COPS4
29988	SLC2A8
64708	COPS7B
55707	NECAP2
58513	EPS15L1
29924	EPN1
26119	LDLRAP1
29979	UBQLN1
84251	SGIP1
90019	SYT8
27031	NPHP3
1262	CNGA4
403	ARL3
6102	RP2
84747	UNC119B
5311	PKD2
9727	RAB11FIP3
23265	EXOC7
11336	EXOC3
10640	EXOC5
55770	EXOC2
50807	ASAP1
55763	EXOC1
60412	EXOC4
54536	EXOC6
149371	EXOC8
192668	CYS1
9942	XYLB
6652	SORD
51181	DCXR
51084	CRYL1
6557	SLC12A1
6558	SLC12A2
6559	SLC12A3
6560	SLC12A4
57468	SLC12A5
10723	SLC12A7
9990	SLC12A6
9043	SPAG9
4209	MEF2D
6925	TCF4
1496	CTNNA2
4618	MYF6
4654	MYOD1
4656	MYOG
4617	MYF5
4917	NTN3
6938	TCF12
6929	TCF3
663	BNIP2
5753	PTK6
165918	RNF168
27127	SMC1B
50511	SYCP3
10426	TUBGCP3
79648	MCPH1
84296	GINS4
23063	WAPL
23047	PDS5B
4926	NUMA1
93426	SYCE1
7014	TERF2
7015	TERT
4660	PPP1R12B
8243	SMC1A
9126	SMC3
51659	GINS2
7329	UBE2I
23224	SYNE2
8548	BLZF1
10856	RUVBL2
896	CCND3
3717	JAK2
157570	ESCO2
7158	TP53BP1
51230	PHF20
23399	CTDNEP1
4869	NPM1
5885	RAD21
894	CCND2
54386	TERF2IP
7153	TOP2A
5500	PPP1CB
4659	PPP1R12A
8607	RUVBL1
10051	SMC4
4605	MYBL2
9918	NCAPD2
994	CDC25B
1163	CKS1B
10133	OPTN
1019	CDK4
10274	STAG1
5520	PPP2R2A
9663	LPIN2
10844	TUBGCP2
4292	MLH1
2305	FOXM1
2029	ENSA
11073	TOPBP1
4683	NBN
9656	MDC1
5925	RB1
9025	RNF8
5932	RBBP8
7112	TMPO
7013	TERF1
4331	MNAT1
7443	VRK1
27175	TUBG2
902	CCNH
1031	CDKN2C
10592	SMC2
9088	PKMYT1
51512	GTSE1
25913	POT1
672	BRCA1
9156	EXO1
65057	ACD
9700	ESPL1
27030	MLH3
7156	TOP3A
5888	RAD51
29781	NCAPH2
7444	VRK2
580	BARD1
4361	MRE11
9577	BABAM2
4194	MDM4
7486	WRN
641	BLM
29893	PSMC3IP
5889	RAD51C
9837	GINS1
23353	SUN1
55320	MIS18BP1
10388	SYCP2
10524	KAT5
6847	SYCP1
8468	FKBP6
1029	CDKN2A
25836	NIPBL
1021	CDK6
1030	CDKN2B
26003	GORASP2
10735	STAG2
675	BRCA2
11144	DMC1
10111	RAD50
4149	MAX
8290	HIST3H3
595	CCND1
5862	RAB2A
7341	SUMO1
1859	DYRK1A
7468	NSD2
55651	NHP2
57060	PCBP4
23345	SYNE1
2010	EMD
201254	CENPX
6418	SET
1032	CDKN2D
11200	CHEK2
4438	MSH4
1022	CDK7
27229	TUBGCP4
23244	PDS5A
25777	SUN2
23141	ANKLE2
23175	LPIN1
23383	MAU2
7465	WEE1
23310	NCAPD3
51588	PIAS4
23133	PHF8
23397	NCAPH
1028	CDKN1C
11083	DIDO1
11339	OIP5
1763	DNA2
10776	ARPP19
114791	TUBGCP5
79184	BRCC3
51400	PPME1
22822	PHLDA1
51773	RSF1
9985	REC8
23592	LEMD3
64151	NCAPG
64785	GINS3
55355	HJURP
80010	RMI1
54069	MIS18A
63943	FKBPL
79866	BORA
54892	NCAPG2
10734	STAG3
26277	TINF2
387893	KMT5A
51720	UIMC1
56979	PRDM9
56158	TEX12
56154	TEX15
51451	LCMT1
83990	BRIP1
29086	BABAM1
55844	PPP2R2D
23626	SPO11
55869	HDAC8
84057	MND1
113130	CDCA5
221496	LEMD2
440145	MZT1
85378	TUBGCP6
83695	RHNO1
25946	ZNF385A
116028	RMI2
84142	ABRAXAS1
114799	ESCO1
387103	CENPW
84930	MASTL
64900	LPIN3
255919	CNEP1R1
256126	SYCE2
644186	SYCE3
23263	MCF2L
221472	FGD2
9639	ARHGEF10
9181	ARHGEF2
89846	FGD3
64857	PLEKHG2
9138	ARHGEF1
55160	ARHGEF10L
8878	SQSTM1
10276	NET1
23229	ARHGEF9
9828	ARHGEF17
7984	ARHGEF5
2245	FGD1
50649	ARHGEF4
22899	ARHGEF15
10672	GNA13
27237	ARHGEF16
835	CASP2
11214	AKAP13
26574	AATF
9459	ARHGEF6
29	ABR
23370	ARHGEF18
27018	BEX3
50650	ARHGEF3
1894	ECT2
26230	TIAM2
55701	ARHGEF40
84033	OBSCN
54848	ARHGEF38
26084	ARHGEF26
57580	PREX1
128272	ARHGEF19
57449	PLEKHG5
389337	ARHGEF37
121512	FGD4
84904	ARHGEF39
149461	CLDN19
24146	CLDN15
54751	FBLIM1
49861	CLDN20
6251	RSU1
55742	PARVA
3987	LIMS1
1364	CLDN4
2316	FLNA
5829	PXN
3611	ILK
3852	KRT5
1366	CLDN7
1365	CLDN3
7016	TESK1
7122	CLDN5
29780	PARVB
9071	CLDN10
5010	CLDN11
2318	FLNC
9074	CLDN6
87	ACTN1
10979	FERMT2
3861	KRT14
5584	PRKCI
56288	PARD3
23562	CLDN14
84612	PARD6B
51208	CLDN18
9073	CLDN8
9080	CLDN9
9076	CLDN1
64398	MPP5
10686	CLDN16
54549	SDK2
55679	LIMS2
26285	CLDN17
50848	F11R
9069	CLDN12
9075	CLDN2
84552	PARD6G
137075	CLDN23
221935	SDK1
92359	CRB3
284	ANGPT1
83692	CD99L2
960	CD44
2335	FN1
5175	PECAM1
2993	GYPA
3687	ITGAX
2621	GAS6
4072	EPCAM
1048	CEACAM5
7102	TSPAN7
140885	SIRPA
2995	GYPC
7040	TGFB1
10544	PROCR
4680	CEACAM6
7056	THBD
962	CD48
9463	PICK1
965	CD58
285	ANGPT2
5676	PSG7
2147	F2
3684	ITGAM
914	CD2
8832	CD84
10461	MERTK
6403	SELP
2888	GRB14
6401	SELE
5624	PROC
5196	PF4
5680	PSG11
634	CEACAM1
3543	IGLL1
1088	CEACAM8
7010	TEK
2994	GYPB
5678	PSG9
5627	PROS1
5197	PF4V1
2734	GLG1
1084	CEACAM3
5675	PSG6
5670	PSG2
5672	PSG4
5669	PSG1
6404	SELPLG
4973	OLR1
8793	TNFRSF10D
961	CD47
83700	JAM3
4282	MIF
58494	JAM2
57126	CD177
29802	VPREB3
51744	CD244
51206	GP6
55423	SIRPG
51378	ANGPT4
7441	VPREB1
90952	ESAM
83953	FCAMR
10326	SIRPB1
81	ACTN4
8826	IQGAP1
2185	PTK2B
23607	CD2AP
8935	SKAP2
89	ACTN3
8573	CASK
9863	MAGI2
7827	NPHS2
84063	KIRREL2
84623	KIRREL3
66035	SLC2A11
200010	SLC5A9
6513	SLC2A1
6515	SLC2A3
6514	SLC2A2
6517	SLC2A4
6523	SLC5A1
6524	SLC5A2
6527	SLC5A4
55974	SLC50A1
56606	SLC2A9
11182	SLC2A6
81031	SLC2A10
85414	SLC45A3
91749	MFSD4B
154091	SLC2A12
125206	SLC5A10
3310	HSPA6
7266	DNAJC7
22824	HSPA4L
1915	EEF1A1
27000	DNAJC2
3313	HSPA9
573	BAG1
6782	HSPA13
9529	BAG5
10013	HDAC6
6767	ST13
3308	HSPA4
10049	DNAJB6
1410	CRYAB
9532	BAG2
259217	HSPA12A
9531	BAG3
23411	SIRT1
51182	HSPA14
9530	BAG4
51501	HIKESHI
57805	CCAR2
26353	HSPB8
91582	RPS19BP1
57521	RPTOR
116835	HSPA12B
64344	HIF3A
2034	EPAS1
768	CA9
2056	EPO
7422	VEGFA
25994	HIGD1A
55662	HIF1AN
8994	LIMD1
112399	EGLN3
54583	EGLN1
126374	WTIP
80012	PHC3
79400	NOX5
285973	ATG9B
55466	DNAJA4
5562	PRKAA1
2113	ETS1
6009	RHEB
23135	KDM6B
8091	HMGA2
9448	MAP4K4
25824	PRDX5
7296	TXNRD1
8678	BECN1
5034	P4HB
6648	SOD2
5289	PIK3C3
7290	HIRA
26100	WIPI2
83734	ATG10
1465	CSRP1
6647	SOD1
11337	GABARAP
9588	PRDX6
3301	DNAJA1
1912	PHC2
7001	PRDX2
3490	IGFBP7
2114	ETS2
2878	GPX3
847	CAT
10935	PRDX3
10670	RRAGA
9821	RB1CC1
23466	CBX6
8897	MTMR3
10542	LAMTOR5
10919	EHMT2
79065	ATG9A
9474	ATG5
23523	CABIN1
7405	UVRAG
9776	ATG13
25842	ASF1A
9973	CCS
2077	ERF
55062	WIPI1
4217	MAP3K5
4501	MT1X
2289	FKBP5
22863	ATG14
4495	MT1G
9140	ATG12
23192	ATG4B
3569	IL6
6045	RNF2
6649	SOD3
4306	NR3C2
10325	RRAGB
2936	GSR
4504	MT3
4496	MT1H
8535	CBX4
29855	UBN1
6620	SNCB
2880	GPX5
3456	IFNB1
3552	IL1A
5241	PGR
6015	RING1
5052	PRDX1
81631	MAP1LC3B
7295	TXN
23710	GABARAPL1
3397	ID1
11345	GABARAPL2
56270	WDR45B
25828	TXN2
10294	DNAJA2
11152	WDR45
50488	MINK1
8408	ULK1
7248	TSC1
10587	TXNRD2
23043	TNIK
10963	STIP1
4502	MT2A
57634	EP400
1051	CEBPB
30849	PIK3R4
4493	MT1E
8550	MAPKAPK5
115201	ATG4A
2882	GPX7
4494	MT1F
84733	CBX2
84560	MT4
4499	MT1M
8649	LAMTOR3
64121	RRAGC
60673	ATG101
28956	LAMTOR2
1911	PHC1
30001	ERO1A
318	NUDT2
55626	AMBRA1
79813	EHMT1
57332	CBX8
50507	NOX4
64422	ATG3
55054	ATG16L1
22955	SCMH1
58528	RRAGD
440738	MAP1LC3C
64419	MTMR14
55004	LAMTOR1
84557	MAP1LC3A
389541	LAMTOR4
84971	ATG4D
493869	GPX8
84938	ATG4C
153129	SLC38A9
6610	SMPD2
8654	PDE5A
5138	PDE2A
10846	PDE10A
5152	PDE9A
5139	PDE3A
5140	PDE3B
50940	PDE11A
10335	MRVI1
6000	RGS7
8786	RGS11
7411	VBP1
5201	PFDN1
5082	PDCL
2781	GNAZ
5203	PFDN4
8787	RGS9
5204	PFDN5
9628	RGS6
5202	PFDN2
6352	CCL5
57007	ACKR3
2829	XCR1
1524	CX3CR1
2920	CXCL2
6376	CX3CL1
4283	CXCL9
2919	CXCL1
3627	CXCL10
6366	CCL21
1230	CCR1
10563	CXCL13
6364	CCL20
643	CXCR5
6372	CXCL6
1236	CCR7
6375	XCL1
6357	CCL13
10663	CXCR6
6370	CCL25
3579	CXCR2
3577	CXCR1
6360	CCL16
10803	CCR9
6346	CCL1
2833	CXCR3
2921	CXCL3
6374	CXCL5
10850	CCL27
1237	CCR8
1232	CCR3
1233	CCR4
6363	CCL19
6373	CXCL11
9034	CCRL2
5473	PPBP
51554	ACKR4
2826	CCR10
58191	CXCL16
56477	CCL28
91734	IDI2
1718	DHCR24
3930	LBR
10682	EBP
6307	MSMO1
50814	NSDHL
39	ACAT2
64801	ARV1
403313	PLPP6
55349	CHDH
635	BHMT
1757	SARDH
501	ALDH7A1
23446	SLC44A1
29958	DMGDH
55790	CSGALNACT1
79586	CHPF
22856	CHSY1
51363	CHST15
56548	CHST7
9469	CHST3
55454	CSGALNACT2
55501	CHST12
50515	CHST11
54480	CHPF2
83539	CHST9
166012	CHST13
337876	CHSY3
411	ARSB
3073	HEXA
29940	DSE
3074	HEXB
3423	IDS
3425	IDUA
10090	UST
3373	HYAL1
8372	HYAL3
113189	CHST14
92126	DSEL
6945	MLX
47	ACLY
5313	PKLR
10554	AGPAT1
23210	JMJD6
221656	KDM1B
54014	BRWD1
196528	ARID2
51317	PHF21A
11240	PADI2
27097	TAF5L
79918	SETD6
79723	SUV39H2
84864	RIOX2
55689	YEATS2
84159	ARID5B
1810	DR1
55683	KANSL3
23030	KDM4B
7994	KAT6A
117143	TADA1
4297	KMT2A
6601	SMARCC2
23522	KAT6B
10419	PRMT5
83852	SETDB2
3276	PRMT1
27154	BRPF3
57492	ARID1B
6597	SMARCA4
84787	KMT5C
11143	KAT7
6881	TAF10
23326	USP22
6599	SMARCC1
1108	CHD4
79084	WDR77
10765	KDM5B
51780	KDM3B
6603	SMARCD2
3066	HDAC2
9913	SUPT7L
9643	MORF4L2
5927	KDM5A
10902	BRD8
9112	MTA1
6944	VPS72
8242	KDM5C
53615	MBD3
3054	HCFC1
8518	ELP1
10445	MCRS1
8295	TRRAP
86	ACTL6A
8520	HAT1
9869	SETDB1
6602	SMARCD1
9682	KDM4A
9757	KMT2B
9219	MTA2
26610	ELP4
7862	BRPF1
6314	ATXN7
23774	BRD1
5978	REST
9767	JADE3
8819	SAP30
5926	ARID4A
54556	ING3
51412	ACTL6B
8464	SUPT3H
6598	SMARCB1
6595	SMARCA2
8284	KDM5D
5253	PHF2
10943	MSL3
8473	OGT
8289	ARID1A
5077	PAX3
55729	ATF7IP
9612	NCOR2
7404	UTY
23338	JADE2
2122	MECOM
10284	SAP18
1107	CHD3
22992	KDM2A
10362	HMG20B
2874	GPS2
6883	TAF12
6871	TADA2A
10474	TADA3
23569	PADI4
6605	SMARCE1
84193	SETD3
29072	SETD2
23186	RCOR1
55818	KDM3A
339287	MSL1
26009	ZZZ3
56950	SMYD2
23067	SETD1B
9739	SETD1A
10629	TAF6L
10196	PRMT3
51742	ARID4B
8336	HIST1H2AM
8332	HIST1H2AL
8330	HIST1H2AK
84444	DOT1L
84148	KAT8
25855	BRMS1
55578	SUPT20H
10933	MORF4L1
54815	GATAD2A
64769	MEAF6
54904	NSD3
51147	ING4
51111	KMT5B
51562	MBIP
1788	DNMT3A
56943	ENY2
79960	JADE1
55870	ASH1L
55257	MRGBP
6839	SUV39H1
55167	MSL2
64754	SMYD3
64324	NSD1
79685	SAP30L
23587	ELP5
54496	PRMT7
79831	KDM8
55693	KDM4D
55193	PBRM1
79595	SAP130
54859	ELP6
51702	PADI3
63976	PRDM16
29943	PADI1
55140	ELP3
80853	KDM7A
54934	KANSL2
112869	SGF29
55904	KMT2E
55170	PRMT6
57504	MTA3
84289	ING5
80314	EPC1
84661	DPY30
55929	DMAP1
80854	SETD7
56970	ATXN7L3
64426	SUDS3
55352	COPRS
284058	KANSL1
57459	GATAD2B
121536	AEBP2
84678	KDM2B
93624	TADA2B
83933	HDAC10
55250	ELP2
4547	MTTP
345	APOC3
336	APOA2
200132	TCTEX1D1
51626	DYNC2LI1
6991	TCTE3
83658	DYNLRB1
150737	TTC30B
79989	TTC26
57728	WDR19
3842	TNPO1
57560	IFT80
79659	DYNC2H1
55112	WDR60
55764	IFT122
112752	IFT43
51668	HSPB11
23059	CLUAP1
8100	IFT88
9742	IFT140
11020	IFT27
9321	TRIP11
90410	IFT20
92104	TTC30A
26146	TRAF3IP1
55081	IFT57
56912	IFT46
51098	IFT52
64792	IFT22
79969	ATAT1
80173	IFT74
28981	IFT81
57576	KIF17
89891	WDR34
26160	IFT172
57539	WDR35
255758	TCTEX1D2
83657	DYNLRB2
10743	RAI1
5499	PPP1CA
1374	CPT1A
64784	CRTC3
200186	CRTC2
4967	OGDH
50	ACO2
6389	SDHA
3420	IDH3B
6391	SDHC
6392	SDHD
3419	IDH3A
3421	IDH3G
6390	SDHB
23530	NNT
8803	SUCLA2
2271	FH
1431	CS
4191	MDH2
3418	IDH2
8801	SUCLG2
8802	SUCLG1
151306	GPBAR1
59350	RXFP1
680	BRS3
165140	OXER1
2837	UTS2R
27199	OXGR1
122042	RXFP2
117579	RLN3
3640	INSL3
256933	NPB
27334	P2RY10
122876	GPHB5
5737	PTGFR
5995	RGR
9718	ECE2
84109	QRFPR
5739	PTGIR
9283	GPR37L1
10161	LPAR6
1268	CNR1
2864	FFAR1
1906	EDN1
221391	OPN5
2149	F2R
54886	PLPPR1
5660	PSAP
301	ANXA1
1889	ECE1
183	AGT
1902	LPAR1
1910	EDNRB
1909	EDNRA
1901	S1PR1
5734	PTGER4
2357	FPR1
4828	NMB
1880	GPR183
4886	NPY1R
4157	MC1R
3814	KISS1
885	CCK
624	BDKRB2
5368	PNOC
4852	NPY
10874	NMU
3827	KNG1
3792	KEL
2840	GPR17
2828	GPR4
552	AVPR1A
5029	P2RY2
5724	PTAFR
4922	NTS
2922	GRP
11251	PTGDR2
8620	NPFF
2150	F2RL1
8698	S1PR4
6863	TAC1
4987	OPRL1
1269	CNR2
7200	TRH
5732	PTGER2
9934	P2RY14
7504	XK
9170	LPAR2
1907	EDN2
2151	F2RL2
5173	PDYN
5021	OXTR
23620	NTSR2
5367	PMCH
2846	LPAR4
5697	PYY
3973	LHCGR
186	AGTR2
4829	NMBR
4923	NTSR1
3062	HCRTR2
4889	NPY5R
51083	GAL
4295	MLN
623	BDKRB1
4986	OPRK1
6915	TBXA2R
5020	OXT
3061	HCRTR1
3060	HCRT
5731	PTGER1
1240	CMKLR1
4985	OPRD1
2925	GRPR
2796	GNRH1
4988	OPRM1
611	OPN1SW
5733	PTGER3
6870	TACR3
553	AVPR1B
10692	RRH
2532	ACKR1
5031	P2RY6
4887	NPY2R
1908	EDN3
6751	SSTR1
4544	MTNR1B
2797	GNRH2
9294	S1PR2
2853	GPR31
4161	MC5R
4158	MC2R
2863	GPR39
719	C3AR1
7253	TSHR
1241	LTB4R
1325	CORT
2859	GPR35
2841	GPR18
887	CCKBR
6368	CCL23
2852	GPER1
5539	PPY
2358	FPR2
886	CCKAR
2492	FSHR
8811	GALR2
8111	GPR68
7201	TRHR
2798	GNRHR
9890	PLPPR4
187	APLNR
5179	PENK
6750	SST
6865	TACR2
8477	GPR65
2488	FSHB
6019	RLN2
6755	SSTR5
6754	SSTR4
2359	FPR3
2861	GPR37
6752	SSTR2
5729	PTGDR
10800	CYSLTR1
50865	HEBP1
64748	PLPPR2
23596	OPN3
6866	TAC3
53829	P2RY13
728	C5AR1
56413	LTB4R2
10911	UTS2
79948	PLPPR3
57105	CYSLTR2
23566	LPAR3
2587	GALR1
51289	RXFP3
10022	INSL5
29933	GPR132
27202	C5AR2
2867	FFAR2
2832	NPBWR2
2693	GHSR
2862	MLNR
4543	MTNR1A
10316	NMUR1
64106	NPFFR1
53637	S1PR5
4159	MC3R
51052	PRLH
5030	P2RY4
4160	MC4R
8862	APLN
51738	GHRL
56670	SUCNR1
57486	NLN
56923	NMUR2
27198	HCAR1
10886	NPFFR2
84539	MCHR2
1903	S1PR3
84432	PROK1
57121	LPAR5
163404	PLPPR5
9290	GPR55
2831	NPBWR1
2834	PRLHR
60675	PROK2
128674	PROKR2
170589	GPHA2
338557	FFAR4
84634	KISS1R
283869	NPW
257313	UTS2B
8484	GALR3
114131	UCN3
7484	WNT9B
7483	WNT9A
113091	PTH2
6344	SCTR
976	ADGRE5
7433	VIPR1
1392	CRH
7472	WNT2
5745	PTH1R
7434	VIPR2
1393	CRHBP
7349	UCN
7480	WNT10B
5744	PTHLH
2641	GCG
7482	WNT2B
7432	VIP
5746	PTH2R
5741	PTH
2015	ADGRE1
30817	ADGRE2
7479	WNT8B
8326	FZD9
2692	GHRHR
1395	CRHR2
2695	GIP
2696	GIPR
2740	GLP1R
7476	WNT7A
2642	GCGR
84658	ADGRE3
2691	GHRH
7477	WNT7B
11211	FZD10
51384	WNT16
6343	SCT
8643	PTCH2
9340	GLP2R
7475	WNT6
80326	WNT10A
7478	WNT8A
222545	GPRC6A
80834	TAS1R2
259285	TAS2R39
5726	TAS2R38
259286	TAS2R40
259287	TAS2R41
259296	TAS2R50
80835	TAS1R1
2915	GRM5
2913	GRM3
2911	GRM1
2917	GRM7
2916	GRM6
2912	GRM2
2914	GRM4
846	CASR
2918	GRM8
50834	TAS2R1
50840	TAS2R14
50832	TAS2R4
50838	TAS2R13
50837	TAS2R7
50839	TAS2R10
50836	TAS2R8
50833	TAS2R16
50831	TAS2R3
50835	TAS2R9
54429	TAS2R5
716	C1S
713	C1QB
1401	CRP
715	C1R
712	C1QA
714	C1QC
5286	PIK3C2A
152503	SH3D19
134829	CLVS2
54885	TBC1D8B
5878	RAB5C
9698	PUM1
8906	AP1G2
7163	TPD52
9685	CLINT1
1362	CPD
6643	SNX2
2580	GAK
64746	ACBD3
1176	AP3S1
2647	BLOC1S1
8546	AP3B1
4952	OCRL
2799	GNS
7164	TPD52L1
9829	DNAJC6
9026	HIP1R
1777	DNASE2
9179	AP4M1
11154	AP4S1
286451	YIPF6
6272	SORT1
27131	SNX5
23431	AP4E1
26258	BLOC1S6
51429	SNX9
23557	SNAPIN
55330	BLOC1S4
84062	DTNBP1
388552	BLOC1S3
157807	CLVS1
10717	AP4B1
112574	SNX18
11252	PACSIN2
8871	SYNJ2
3092	HIP1
2017	CTTN
5869	RAB5B
9322	TRIP10
274	BIN1
382	ARF6
273	AMPH
5868	RAB5A
8867	SYNJ1
23048	FNBP1
26130	GAPVD1
54874	FNBP1L
29763	PACSIN3
29993	PACSIN1
81608	FIP1L1
8189	SYMPK
9295	SRSF11
6432	SRSF7
10250	SRRM1
10212	DDX39A
29894	CPSF1
6429	SRSF4
6426	SRSF1
1477	CSTF1
26097	CHTOP
6634	SNRPD3
11051	NUDT21
6428	SRSF3
6635	SNRPE
51362	CDC40
51585	PCF11
6430	SRSF5
6636	SNRPF
1479	CSTF3
9984	THOC1
10978	CLP1
1478	CSTF2
6637	SNRPG
7884	SLBP
6431	SRSF6
6628	SNRPB
9785	DHX38
10914	PAPOLA
8563	THOC5
84271	POLDIP3
23283	CSTF2T
57187	THOC2
25888	ZNF473
11338	U2AF2
79869	CPSF7
80145	THOC7
79228	THOC6
51213	LUZP4
84248	FYTTD1
84324	SARNP
51692	CPSF3
84967	LSM10
53981	CPSF2
10189	ALYREF
199746	U2AF1L4
134353	LSM11
10569	SLU7
81693	AMN
4594	MUT
6948	TCN2
6947	TCN1
11330	CTRC
8029	CUBN
2694	GIF
25974	MMACHC
27249	MMADHC
55788	LMBRD1
51293	CD320
326625	MMAB
166785	MMAA
80347	COASY
8034	SLC25A16
79717	PPCS
79646	PANK3
55229	PANK4
80025	PANK2
60490	PPCDC
53354	PANK1
10491	CRTAP
8974	P4HA2
84570	COL25A1
283208	P4HA3
5351	PLOD1
5479	PPIB
8985	PLOD3
5352	PLOD2
1307	COL16A1
10536	P3H3
5033	P4HA1
871	SERPINH1
81578	COL21A1
1305	COL13A1
23127	COLGALT2
1310	COL19A1
9509	ADAMTS2
9508	ADAMTS3
79709	COLGALT1
55214	P3H2
26577	PCOLCE2
64175	P3H1
169044	COL22A1
136227	COL26A1
91522	COL23A1
140766	ADAMTS14
57642	COL20A1
340267	COL28A1
8754	ADAM9
4327	MMP19
4321	MMP12
164656	TMPRSS6
85007	PHYKPL
462	SERPINC1
2162	F13A1
2244	FGB
3053	SERPIND1
2159	F10
2165	F13B
5104	SERPINA5
5270	SERPINE2
2266	FGG
3426	CFI
2220	FCN2
710	SERPING1
730	C7
2219	FCN1
1380	CR2
722	C4BPA
8547	FCN3
1378	CR1
1369	CPN1
731	C8A
1361	CPB2
735	C9
3080	CFHR2
732	C8B
10747	MASP2
4153	MBL2
10584	COLEC10
4179	CD46
81494	CFHR5
725	C4BPB
729	C6
733	C8G
3075	CFH
1370	CPN2
55863	TMEM126B
4705	NDUFA10
4724	NDUFS4
4701	NDUFA7
4712	NDUFB6
4714	NDUFB8
4698	NDUFA5
4722	NDUFS3
4720	NDUFS2
4700	NDUFA6
4706	NDUFAB1
4694	NDUFA1
4713	NDUFB7
4729	NDUFV2
4719	NDUFS1
4709	NDUFB3
4717	NDUFC1
4726	NDUFS6
4711	NDUFB5
51103	NDUFAF1
4707	NDUFB1
4723	NDUFV1
4704	NDUFA9
25915	NDUFAF3
4695	NDUFA2
374291	NDUFS7
4702	NDUFA8
4708	NDUFB2
4710	NDUFB4
54539	NDUFB11
4696	NDUFA3
29078	NDUFAF4
79133	NDUFAF5
80224	NUBPL
51079	NDUFA13
55471	NDUFAF7
4715	NDUFB9
51300	TIMMDC1
4716	NDUFB10
55967	NDUFA12
28976	ACAD9
126328	NDUFA11
4731	NDUFV3
91942	NDUFAF2
137682	NDUFAF6
5156	PDGFRA
2065	ERBB3
2069	EREG
5159	PDGFRB
1839	HBEGF
5155	PDGFB
2261	FGFR3
3667	IRS1
3815	KIT
5154	PDGFA
9365	KL
3084	NRG1
2066	ERBB4
9542	NRG2
4254	KITLG
685	BTC
3082	HGF
10718	NRG3
145957	NRG4
11140	CDC37
9734	HDAC9
1024	CDK8
9759	HDAC4
892	CCNC
22938	SNW1
9794	MAML1
10014	HDAC5
3280	HES1
10046	MAMLD1
3516	RBPJ
55534	MAML3
51564	HDAC7
23462	HEY1
23493	HEY2
79885	HDAC11
26508	HEYL
84441	MAML2
388585	HES5
221458	KIF6
124602	KIF19
55083	KIF26B
51594	NBAS
23303	KIF13B
547	KIF1A
23046	KIF21B
662	BNIP1
9585	KIF20B
3834	KIF25
23095	KIF1B
10749	KIF1C
3833	KIFC1
60561	RINT1
53407	STX18
55850	USE1
