NAME	DESCRIPTION	GENE_SYMBOL	GENE_TITLE	SCORE
PTCHD1	null	PTCHD1	patched domain containing 1	5.5950184
CXCL14	null	CXCL14	chemokine (C-X-C motif) ligand 14	5.5243073
C9ORF152	null	C9ORF152	chromosome 9 open reading frame 152	5.503765
LOC440992	null	LOC440992	-	5.503053
BLNK	null	BLNK	B-cell linker	5.5013375
NALP2	null	NALP2	NACHT, leucine rich repeat and PYD containing 2	5.4859853
LOC643277 /// LOC647	null	null	null	5.473889
CEACAM6	null	CEACAM6	carcinoembryonic antigen-related cell adhesion molecule 6 (non-specific cross reacting antigen)	5.4433804
BCAS1	null	BCAS1	breast carcinoma amplified sequence 1	5.4368806
KIF1A	null	KIF1A	kinesin family member 1A	5.3401675
ZNF595	null	ZNF595	zinc finger protein 595	5.335658
GPR143	null	GPR143	G protein-coupled receptor 143	5.318407
CST4	null	CST4	cystatin S	5.309302
NPR3	null	NPR3	natriuretic peptide receptor C/guanylate cyclase C (atrionatriuretic peptide receptor C)	5.2837467
TNRC9	null	TNRC9	trinucleotide repeat containing 9	5.2745323
SLC16A14	null	SLC16A14	solute carrier family 16, member 14 (monocarboxylic acid transporter 14)	5.2458143
AP1GBP1	null	AP1GBP1	AP1 gamma subunit binding protein 1	5.2390685
PDCD6 /// AHRR	null	null	null	5.2285447
SIDT1	null	SIDT1	SID1 transmembrane family, member 1	5.195506
BASP1	null	BASP1	brain abundant, membrane attached signal protein 1	5.1842
HOXB7	null	HOXB7	homeobox B7	5.1658044
CEACAM7	null	CEACAM7	carcinoembryonic antigen-related cell adhesion molecule 7	5.1643105
RHOBTB1	null	RHOBTB1	Rho-related BTB domain containing 1	5.1408844
MERTK	null	MERTK	c-mer proto-oncogene tyrosine kinase	5.1365047
TWIST1	null	TWIST1	twist homolog 1 (acrocephalosyndactyly 3; Saethre-Chotzen syndrome) (Drosophila)	5.134675
SOX11	null	SOX11	SRY (sex determining region Y)-box 11	5.124818
ATP6V0A4	null	ATP6V0A4	ATPase, H+ transporting, lysosomal V0 subunit a4	5.106998
HOXB13	null	HOXB13	homeobox B13	5.0918903
C14ORF132	null	C14ORF132	chromosome 14 open reading frame 132	5.083657
MYRIP	null	MYRIP	myosin VIIA and Rab interacting protein	5.065044
FAM5B	null	FAM5B	family with sequence similarity 5, member B	5.0607667
MX2	null	MX2	myxovirus (influenza virus) resistance 2 (mouse)	5.0436325
MDK	null	MDK	midkine (neurite growth-promoting factor 2)	5.035836
ALDH2	null	ALDH2	aldehyde dehydrogenase 2 family (mitochondrial)	5.0170546
GPNMB	null	GPNMB	glycoprotein (transmembrane) nmb	4.9894223
CNTNAP2	null	CNTNAP2	contactin associated protein-like 2	4.9576383
ODZ2	null	ODZ2	odz, odd Oz/ten-m homolog 2 (Drosophila)	4.937198
EPN3	null	EPN3	epsin 3	4.8450017
THRAP4	null	THRAP4	thyroid hormone receptor associated protein 4	4.8204827
CNTN3	null	CNTN3	contactin 3 (plasmacytoma associated)	4.8177457
ZNF124	null	ZNF124	zinc finger protein 124	4.814892
TBC1D3 /// TBC1D3C /	null	null	null	4.8097525
OLIG1	null	OLIG1	oligodendrocyte transcription factor 1	4.808397
KLK11	null	KLK11	kallikrein 11	4.8030753
LMO3	null	LMO3	LIM domain only 3 (rhombotin-like 2)	4.7968664
HGD /// LOC642252	null	null	null	4.760643
LOC642626	null	null	null	4.7255816
YPEL2	null	YPEL2	yippee-like 2 (Drosophila)	4.7243743
SATB1	null	SATB1	special AT-rich sequence binding protein 1 (binds to nuclear matrix/scaffold-associating DNA's)	4.7186832
PERLD1	null	PERLD1	per1-like domain containing 1	4.7152143
POF1B	null	POF1B	premature ovarian failure, 1B	4.695285
PIP5K2B	null	PIP5K2B	phosphatidylinositol-4-phosphate 5-kinase, type II, beta	4.6660438
SLITRK6	null	SLITRK6	SLIT and NTRK-like family, member 6	4.6627617
SNIP	null	SNIP	-	4.6486425
RNF43	null	RNF43	ring finger protein 43	4.6318884
UPK1A	null	UPK1A	uroplakin 1A	4.621272
C1QTNF6	null	C1QTNF6	C1q and tumor necrosis factor related protein 6	4.584029
SCGB2A1	null	SCGB2A1	secretoglobin, family 2A, member 1	4.576124
MUM1L1	null	MUM1L1	melanoma associated antigen (mutated) 1-like 1	4.5714984
KIAA1661	null	KIAA1661	-	4.5622005
LOC90110	null	LOC90110	-	4.5585265
MAGED4 /// LOC653210	null	null	null	4.5528436
C6ORF141	null	C6ORF141	chromosome 6 open reading frame 141	4.5511665
KIAA1324	null	KIAA1324	KIAA1324	4.539907
LOC646769	null	null	null	4.5390415
LOC284106	null	LOC284106	-	4.5102696
IGFBP5	null	IGFBP5	insulin-like growth factor binding protein 5	4.4930954
ELF5	null	ELF5	E74-like factor 5 (ets domain transcription factor)	4.4866753
DLX3	null	DLX3	distal-less homeobox 3	4.4765167
MUC6 /// LOC642724	null	null	null	4.472726
CTNND2	null	CTNND2	catenin (cadherin-associated protein), delta 2 (neural plakophilin-related arm-repeat protein)	4.472366
CST1	null	CST1	cystatin SN	4.4532275
PCGF2	null	PCGF2	polycomb group ring finger 2	4.423778
FLJ44186	null	FLJ44186	-	4.4189506
SLC2A10	null	SLC2A10	solute carrier family 2 (facilitated glucose transporter), member 10	4.4011674
AFF3 /// MLL	null	null	null	4.389999
MLLT6	null	MLLT6	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6	4.3834047
LOC144766 /// LOC647	null	null	null	4.3673687
LOXL4	null	LOXL4	lysyl oxidase-like 4	4.362135
MRPL45	null	MRPL45	mitochondrial ribosomal protein L45	4.3577023
KIAA1909	null	KIAA1909	-	4.3507133
FBP1	null	FBP1	fructose-1,6-bisphosphatase 1	4.344918
ZNF610	null	ZNF610	zinc finger protein 610	4.3421865
HS6ST2	null	HS6ST2	heparan sulfate 6-O-sulfotransferase 2	4.3367286
CCDC49	null	CCDC49	coiled-coil domain containing 49	4.334638
LOC145837	null	LOC145837	-	4.334277
SCGN	null	SCGN	secretagogin, EF-hand calcium binding protein	4.3257556
SLC40A1	null	SLC40A1	solute carrier family 40 (iron-regulated transporter), member 1	4.324919
TADA2L	null	TADA2L	transcriptional adaptor 2 (ADA2 homolog, yeast)-like	4.323321
SOCS7	null	SOCS7	suppressor of cytokine signaling 7	4.3178716
CYFIP2	null	CYFIP2	cytoplasmic FMR1 interacting protein 2	4.3092823
LOC642252	null	null	null	4.3083525
C7ORF41	null	C7ORF41	chromosome 7 open reading frame 41	4.307271
PKIB	null	PKIB	protein kinase (cAMP-dependent, catalytic) inhibitor beta	4.3039217
LONRF2	null	LONRF2	LON peptidase N-terminal domain and ring finger 2	4.2978497
SYNE1	null	SYNE1	spectrin repeat containing, nuclear envelope 1	4.2944293
PLA2G2A	null	PLA2G2A	phospholipase A2, group IIA (platelets, synovial fluid)	4.2932854
C19ORF33	null	C19ORF33	chromosome 19 open reading frame 33	4.2783194
ATP2A3	null	ATP2A3	ATPase, Ca++ transporting, ubiquitous	4.268922
RALGPS1	null	RALGPS1	Ral GEF with PH domain and SH3 binding motif 1	4.2674303
GHR	null	GHR	growth hormone receptor	4.257572
CXCR7	null	CXCR7	chemokine (C-X-C motif) receptor 7	4.256101
HEY2	null	HEY2	hairy/enhancer-of-split related with YRPW motif 2	4.251342
REEP1	null	REEP1	receptor accessory protein 1	4.2477655
FSTL5	null	FSTL5	follistatin-like 5	4.245232
CLDN8	null	CLDN8	claudin 8	4.2422485
SLAIN1	null	SLAIN1	SLAIN motif family, member 1	4.2354136
FLJ20366	null	FLJ20366	-	4.2093983
ZNF713	null	ZNF713	zinc finger protein 713	4.2083178
C5ORF23	null	C5ORF23	chromosome 5 open reading frame 23	4.202305
FLJ38379	null	FLJ38379	-	4.200092
AGR2	null	AGR2	anterior gradient 2 homolog (Xenopus laevis)	4.1811523
KIAA0984	null	KIAA0984	-	4.1608224
GRB7	null	GRB7	growth factor receptor-bound protein 7	4.1387577
HSPB8	null	HSPB8	heat shock 22kDa protein 8	4.134974
TOM1L1	null	TOM1L1	target of myb1-like 1 (chicken)	4.128467
UCP2	null	UCP2	uncoupling protein 2 (mitochondrial, proton carrier)	4.1209607
RGL3	null	RGL3	ral guanine nucleotide dissociation stimulator-like 3	4.1166115
GSDML	null	GSDML	gasdermin-like	4.1015015
TM7SF2	null	TM7SF2	transmembrane 7 superfamily member 2	4.098759
FAM13C1	null	FAM13C1	family with sequence similarity 13, member C1	4.0938816
COL12A1	null	COL12A1	collagen, type XII, alpha 1	4.087197
PRLR	null	PRLR	prolactin receptor	4.0798907
PPFIBP2	null	PPFIBP2	PTPRF interacting protein, binding protein 2 (liprin beta 2)	4.076406
CBFA2T3	null	CBFA2T3	core-binding factor, runt domain, alpha subunit 2; translocated to, 3	4.067534
RP11-130N24.1	null	RP11-130N24.1	-	4.06739
ZNF257	null	ZNF257	zinc finger protein 257	4.0672503
DCAMKL1	null	DCAMKL1	doublecortin and CaM kinase-like 1	4.05419
ERBB2	null	ERBB2	v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)	4.0533915
LOC646951	null	LOC646951	-	4.036763
STARD3	null	STARD3	START domain containing 3	4.0297046
HOP	null	HOP	-	4.026528
LOC653493	null	null	null	4.021017
NLF1	null	NLF1	-	4.0206847
CRAT	null	CRAT	carnitine acetyltransferase	4.0126853
AFF3	null	AFF3	AF4/FMR2 family, member 3	4.007038
C14ORF161	null	C14ORF161	chromosome 14 open reading frame 161	4.005343
SLC9A2	null	SLC9A2	solute carrier family 9 (sodium/hydrogen exchanger), member 2	4.0008025
GABRB3	null	GABRB3	gamma-aminobutyric acid (GABA) A receptor, beta 3	4.000269
GPR177	null	GPR177	G protein-coupled receptor 177	3.998833
KIAA0644	null	KIAA0644	-	3.9870648
COX11 /// COX11P	null	null	null	3.9827952
MSX2	null	MSX2	msh homeobox homolog 2 (Drosophila)	3.9759471
LOC440905	null	LOC440905	-	3.974953
FLJ20920	null	FLJ20920	-	3.973565
GDPD1	null	GDPD1	glycerophosphodiester phosphodiesterase domain containing 1	3.9684718
LOC400128	null	LOC400128	-	3.967104
C8ORF72	null	C8ORF72	chromosome 8 open reading frame 72	3.963341
LRP2	null	LRP2	low density lipoprotein-related protein 2	3.938428
SUSD3	null	SUSD3	sushi domain containing 3	3.9377074
B3GALNT1	null	B3GALNT1	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)	3.9335384
RAB11FIP4	null	RAB11FIP4	RAB11 family interacting protein 4 (class II)	3.931041
C18ORF50	null	C18ORF50	chromosome 18 open reading frame 50	3.9269083
DEPDC6	null	DEPDC6	DEP domain containing 6	3.9109037
RGS8 /// LOC653102	null	null	null	3.9066656
C10ORF116	null	C10ORF116	chromosome 10 open reading frame 116	3.8929563
PLCB4	null	PLCB4	phospholipase C, beta 4	3.890926
PPARBP	null	PPARBP	PPAR binding protein	3.8808448
TUBD1	null	TUBD1	tubulin, delta 1	3.8551543
IPW	null	IPW	imprinted in Prader-Willi syndrome	3.8441074
ZBTB7C	null	ZBTB7C	zinc finger and BTB domain containing 7C	3.840258
RBM38	null	RBM38	RNA binding motif protein 38	3.837433
ASAHL	null	ASAHL	N-acylsphingosine amidohydrolase (acid ceramidase)-like	3.830657
KLK12	null	KLK12	kallikrein 12	3.8264503
C17ORF71	null	C17ORF71	chromosome 17 open reading frame 71	3.8258724
ARSD	null	ARSD	arylsulfatase D	3.8246226
KIAA1211	null	KIAA1211	-	3.8090153
SHANK2	null	SHANK2	SH3 and multiple ankyrin repeat domains 2	3.8051476
DDX52	null	DDX52	DEAD (Asp-Glu-Ala-Asp) box polypeptide 52	3.8030498
FADS2	null	FADS2	fatty acid desaturase 2	3.8020484
MCF2L	null	MCF2L	MCF.2 cell line derived transforming sequence-like	3.790179
KRTAP5-2	null	KRTAP5-2	keratin associated protein 5-2	3.7875404
FLJ25076	null	FLJ25076	-	3.7866693
ADRA2A	null	ADRA2A	adrenergic, alpha-2A-, receptor	3.7864838
ZNF669	null	ZNF669	zinc finger protein 669	3.7830532
NRXN3	null	NRXN3	neurexin 3	3.7688339
PCDHB4	null	PCDHB4	protocadherin beta 4	3.7653742
RDHE2	null	RDHE2	-	3.737691
LFNG	null	LFNG	lunatic fringe homolog (Drosophila)	3.7368548
LOC253039	null	LOC253039	-	3.7341688
TRPC4AP	null	TRPC4AP	transient receptor potential cation channel, subfamily C, member 4 associated protein	3.7319221
COBL	null	COBL	cordon-bleu homolog (mouse)	3.717012
SLC7A2	null	SLC7A2	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	3.7164729
LOC285535	null	LOC285535	-	3.7163837
FLJ41747	null	FLJ41747	-	3.708479
HNMT	null	HNMT	histamine N-methyltransferase	3.708436
STARD10	null	STARD10	START domain containing 10	3.7062652
ZDHHC11	null	ZDHHC11	zinc finger, DHHC-type containing 11	3.6831758
NDST4	null	NDST4	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 4	3.6828644
CREB3L4	null	CREB3L4	cAMP responsive element binding protein 3-like 4	3.6815507
CLCA2	null	CLCA2	chloride channel, calcium activated, family member 2	3.6770716
SLFN5	null	SLFN5	schlafen family member 5	3.675138
CDC91L1	null	CDC91L1	CDC91 cell division cycle 91-like 1 (S. cerevisiae)	3.6720762
ACSS1	null	ACSS1	acyl-CoA synthetase short-chain family member 1	3.6643786
DPYSL5	null	DPYSL5	dihydropyrimidinase-like 5	3.6608286
PSMD3	null	PSMD3	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3	3.6569917
FFAR2	null	FFAR2	free fatty acid receptor 2	3.6472793
C14ORF159	null	C14ORF159	chromosome 14 open reading frame 159	3.6464825
ACOT4	null	ACOT4	acyl-CoA thioesterase 4	3.643115
ORMDL3	null	ORMDL3	ORM1-like 3 (S. cerevisiae)	3.6415772
UNC13B	null	UNC13B	unc-13 homolog B (C. elegans)	3.641136
MAP1LC3A	null	MAP1LC3A	microtubule-associated protein 1 light chain 3 alpha	3.6342998
ABAT	null	ABAT	4-aminobutyrate aminotransferase	3.6299675
LOC200230	null	null	null	3.6262386
TMC5	null	TMC5	transmembrane channel-like 5	3.6190062
CTPS2	null	CTPS2	CTP synthase II	3.6107833
RPIB9	null	RPIB9	-	3.6085536
LOC120376 /// LOC644	null	null	null	3.6069074
RHOU	null	RHOU	ras homolog gene family, member U	3.5989401
TRIM34 /// TRIM6-TRI	null	null	null	3.5955825
PRODH	null	PRODH	proline dehydrogenase (oxidase) 1	3.5813162
TBX3	null	TBX3	T-box 3 (ulnar mammary syndrome)	3.5808656
FMOD	null	FMOD	fibromodulin	3.5797977
PRIMA1	null	PRIMA1	proline rich membrane anchor 1	3.5719717
SBK1	null	SBK1	SH3-binding domain kinase 1	3.5719204
VAV3	null	VAV3	vav 3 oncogene	3.5670536
EDG3	null	EDG3	endothelial differentiation, sphingolipid G-protein-coupled receptor, 3	3.5637746
WDR71	null	WDR71	WD repeat domain 71	3.5510972
PAK6	null	PAK6	p21(CDKN1A)-activated kinase 6	3.5421257
FAM83E	null	FAM83E	family with sequence similarity 83, member E	3.5299847
PWCR1	null	PWCR1	Prader-Willi syndrome chromosome region 1	3.525429
LOC221272	null	LOC221272	-	3.5248117
AP4S1	null	AP4S1	adaptor-related protein complex 4, sigma 1 subunit	3.5068963
ST8SIA6	null	ST8SIA6	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6	3.5017328
PRKX	null	PRKX	protein kinase, X-linked	3.5014594
RKHD3	null	RKHD3	ring finger and KH domain containing 3	3.496777
SYNPO2L	null	SYNPO2L	synaptopodin 2-like	3.4914677
FLJ44342	null	FLJ44342	-	3.470459
ESR1	null	ESR1	estrogen receptor 1	3.469244
ST6GALNAC2	null	ST6GALNAC2	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	3.4644737
ATP7B	null	ATP7B	ATPase, Cu++ transporting, beta polypeptide	3.4635427
CYP4Z2P	null	CYP4Z2P	-	3.4617918
NCOA3	null	NCOA3	nuclear receptor coactivator 3	3.4583745
DUSP4	null	DUSP4	dual specificity phosphatase 4	3.4555206
PPP2R2C	null	PPP2R2C	protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), gamma isoform	3.4483263
ALDH4A1	null	ALDH4A1	aldehyde dehydrogenase 4 family, member A1	3.4462516
SMPDL3A	null	SMPDL3A	sphingomyelin phosphodiesterase, acid-like 3A	3.4404361
FLJ14959	null	FLJ14959	-	3.4403002
MUC19	null	MUC19	mucin 19, oligomeric	3.4296048
SNRPN	null	SNRPN	small nuclear ribonucleoprotein polypeptide N	3.4244826
CEP250	null	CEP250	centrosomal protein 250kDa	3.4193974
FLJ13137	null	FLJ13137	-	3.4065719
TPPP	null	TPPP	-	3.3971334
NCAM2	null	NCAM2	neural cell adhesion molecule 2	3.3965573
C6ORF97	null	C6ORF97	chromosome 6 open reading frame 97	3.396209
MEGF9	null	MEGF9	multiple EGF-like-domains 9	3.3924794
RASSF2	null	RASSF2	Ras association (RalGDS/AF-6) domain family 2	3.3904078
EFCAB3	null	EFCAB3	EF-hand calcium binding domain 3	3.3881083
ZNF649	null	ZNF649	zinc finger protein 649	3.3866594
ZNF652	null	ZNF652	zinc finger protein 652	3.3858173
LOC254559	null	LOC254559	-	3.376399
C12ORF46	null	C12ORF46	chromosome 12 open reading frame 46	3.3762403
GUCY1A3	null	GUCY1A3	guanylate cyclase 1, soluble, alpha 3	3.3707087
TRIM36	null	TRIM36	tripartite motif-containing 36	3.3618736
FOXA1	null	FOXA1	forkhead box A1	3.357835
UST	null	UST	uronyl-2-sulfotransferase	3.35297
SIM2	null	SIM2	single-minded homolog 2 (Drosophila)	3.3525834
ATAD4	null	ATAD4	ATPase family, AAA domain containing 4	3.3403454
PLGLB2 /// PLGLB1 //	null	null	null	3.3188477
LOC286434 /// LOC389	null	null	null	3.316501
PPM1K	null	PPM1K	protein phosphatase 1K (PP2C domain containing)	3.3143368
ANK3	null	ANK3	ankyrin 3, node of Ranvier (ankyrin G)	3.3127306
LOC286189	null	LOC286189	-	3.3058565
CYP1A1	null	CYP1A1	cytochrome P450, family 1, subfamily A, polypeptide 1	3.3032637
NOSTRIN	null	NOSTRIN	nitric oxide synthase trafficker	3.3023756
TMEM47	null	TMEM47	transmembrane protein 47	3.3022742
P2RY2	null	P2RY2	purinergic receptor P2Y, G-protein coupled, 2	3.2965903
NCOA6	null	NCOA6	nuclear receptor coactivator 6	3.2937393
ABCC2	null	ABCC2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	3.2860997
EML5	null	EML5	echinoderm microtubule associated protein like 5	3.280336
KIAA1509	null	KIAA1509	KIAA1509	3.2774599
FGF13	null	FGF13	fibroblast growth factor 13	3.2702265
H2AFY2	null	H2AFY2	H2A histone family, member Y2	3.26371
LOC400721	null	LOC400721	-	3.25962
PRKXP1	null	PRKXP1	protein kinase, X-linked, pseudogene 1	3.256832
VWF	null	VWF	von Willebrand factor	3.2488217
LOC285147	null	LOC285147	-	3.2474585
SLC24A3	null	SLC24A3	solute carrier family 24 (sodium/potassium/calcium exchanger), member 3	3.2276306
ACOT6	null	ACOT6	-	3.2270172
SAMD13	null	SAMD13	sterile alpha motif domain containing 13	3.207319
PTHR2	null	PTHR2	parathyroid hormone receptor 2	3.2060838
ETNK2	null	ETNK2	ethanolamine kinase 2	3.2037423
ZNF17	null	ZNF17	zinc finger protein 17	3.2021759
ACACA	null	ACACA	acetyl-Coenzyme A carboxylase alpha	3.2021508
C1ORF64	null	C1ORF64	chromosome 1 open reading frame 64	3.1992037
PPP1R9B	null	PPP1R9B	protein phosphatase 1, regulatory subunit 9B, spinophilin	3.1956642
CCNG2	null	CCNG2	cyclin G2	3.1956449
APPBP2	null	APPBP2	amyloid beta precursor protein (cytoplasmic tail) binding protein 2	3.1947043
IGFBP4	null	IGFBP4	insulin-like growth factor binding protein 4	3.1939707
MGC42367	null	MGC42367	-	3.1913283
EFHD1	null	EFHD1	EF-hand domain family, member D1	3.185162
ZBTB6	null	ZBTB6	zinc finger and BTB domain containing 6	3.1831708
SLC16A5	null	SLC16A5	solute carrier family 16, member 5 (monocarboxylic acid transporter 6)	3.180166
LOC283588	null	LOC283588	-	3.17617
GRB10	null	GRB10	growth factor receptor-bound protein 10	3.1735883
AR	null	AR	androgen receptor (dihydrotestosterone receptor; testicular feminization; spinal and bulbar muscular atrophy; Kennedy disease)	3.1631482
COX11	null	COX11	COX11 homolog, cytochrome c oxidase assembly protein (yeast)	3.1628816
CST2	null	CST2	cystatin SA	3.1591854
LOC284107	null	LOC284107	-	3.1568809
FLJ90086	null	FLJ90086	-	3.1492786
MAN1A1	null	MAN1A1	mannosidase, alpha, class 1A, member 1	3.1367342
UMODL1	null	UMODL1	uromodulin-like 1	3.1281722
F7	null	F7	coagulation factor VII (serum prothrombin conversion accelerator)	3.1193259
ALDH8A1	null	ALDH8A1	aldehyde dehydrogenase 8 family, member A1	3.113016
CA5B	null	CA5B	carbonic anhydrase VB, mitochondrial	3.1107843
ILDR1	null	ILDR1	immunoglobulin-like domain containing receptor 1	3.11072
TMEM16A	null	TMEM16A	transmembrane protein 16A	3.1089613
GPR83	null	GPR83	G protein-coupled receptor 83	3.1053743
CRKRS	null	CRKRS	Cdc2-related kinase, arginine/serine-rich	3.0987942
SNRPN /// SNURF	null	null	null	3.0980182
SHROOM2	null	SHROOM2	shroom family member 2	3.0957348
LOC222171	null	null	null	3.091778
CDH1	null	CDH1	cadherin 1, type 1, E-cadherin (epithelial)	3.0772777
SLC1A4	null	SLC1A4	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4	3.0732424
AUTS2	null	AUTS2	autism susceptibility candidate 2	3.0730677
GPR68	null	GPR68	G protein-coupled receptor 68	3.0709438
VSIG2	null	VSIG2	V-set and immunoglobulin domain containing 2	3.0682406
LOC388135	null	LOC388135	-	3.0680783
ASB9	null	ASB9	ankyrin repeat and SOCS box-containing 9	3.0659065
C20ORF108	null	C20ORF108	chromosome 20 open reading frame 108	3.065657
ZNF763	null	ZNF763	zinc finger protein 763	3.065168
ENPP1	null	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1	3.0650597
PDZD2	null	PDZD2	PDZ domain containing 2	3.0538886
TMTC4	null	TMTC4	transmembrane and tetratricopeptide repeat containing 4	3.053578
USP51	null	USP51	ubiquitin specific peptidase 51	3.0529726
MYST2	null	MYST2	MYST histone acetyltransferase 2	3.047127
ZNF175	null	ZNF175	zinc finger protein 175	3.0432515
RFX1	null	RFX1	regulatory factor X, 1 (influences HLA class II expression)	3.038857
FAM117A	null	FAM117A	family with sequence similarity 117, member A	3.0379477
C18ORF17	null	C18ORF17	chromosome 18 open reading frame 17	3.0222082
RPS6KB1	null	RPS6KB1	ribosomal protein S6 kinase, 70kDa, polypeptide 1	3.020585
AS3MT	null	AS3MT	arsenic (+3 oxidation state) methyltransferase	3.0005336
EFS	null	EFS	embryonal Fyn-associated substrate	3.0002582
NGFRAP1L1	null	NGFRAP1L1	NGFRAP1-like 1	2.9968672
GPR160	null	GPR160	G protein-coupled receptor 160	2.991326
PIGN	null	PIGN	phosphatidylinositol glycan anchor biosynthesis, class N	2.9811673
GPX1	null	GPX1	glutathione peroxidase 1	2.9775422
CXCL12	null	CXCL12	chemokine (C-X-C motif) ligand 12 (stromal cell-derived factor 1)	2.977161
CXORF23	null	CXORF23	chromosome X open reading frame 23	2.9762912
LOC441119	null	LOC441119	-	2.973639
LOC143381	null	LOC143381	-	2.9662325
SDC2	null	SDC2	syndecan 2 (heparan sulfate proteoglycan 1, cell surface-associated, fibroglycan)	2.9653387
DNHD1	null	DNHD1	dynein heavy chain domain 1	2.9649515
ABCA11	null	ABCA11	ATP-binding cassette, sub-family A (ABC1), member 11 (pseudogene)	2.9584792
LOC641944 /// LOC645	null	null	null	2.9574387
HEPHL1	null	HEPHL1	hephaestin-like 1	2.9531515
HERC2P2 /// LOC44024	null	null	null	2.9494946
LOC136306	null	LOC136306	-	2.9485526
RWDD2	null	RWDD2	RWD domain containing 2	2.9446356
PPM1D	null	PPM1D	protein phosphatase 1D magnesium-dependent, delta isoform	2.9421215
C14ORF167	null	C14ORF167	chromosome 14 open reading frame 167	2.941733
DNAJC12	null	DNAJC12	DnaJ (Hsp40) homolog, subfamily C, member 12	2.937396
